seed_id,activity_id,domain,activity,participant,task,context,environmental_constraints,body_or_hand_state,friction_family,friction_hypothesis,observed_workaround_hypothesis,product_territory,seasonal_tags,shared_predicates,fact_status,risk_flags,research_status,created_at,last_verified_at
seed-1233,act-outdoors-children-cycling,outdoors_with_children,Children cycling,ordinary participant or hobbyist,provide safe personal lighting,nighttime movement,"darkness, uneven ground",child hands small; adult occupied,visibility,child cannot aim or retain normal flashlight,glow sticks and handheld lights,wearable low-glare child task light,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1234,act-outdoors-outdoor-snack-preparation,outdoors_with_children,Outdoor snack preparation,ordinary participant or hobbyist,manage routine transitions,moving between vehicle and activity,"weather, urgency, multiple dependents",adult hands occupied,multi_person_coordination,"shoes, snacks, layers, and bathroom needs collide",multiple tote bags and verbal reminders,indexed child outdoor routine kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1235,act-outdoors-outdoor-snack-preparation,outdoors_with_children,Outdoor snack preparation,ordinary participant or hobbyist,contain wet and dirty clothing,returning from play,"mud, sand, water",adult carrying child or gear,dirty_clean_transition,wet items spread contamination,trash bags and towels,labeled washable wet-item modules,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1236,act-outdoors-outdoor-snack-preparation,outdoors_with_children,Outdoor snack preparation,ordinary participant or hobbyist,provide safe personal lighting,nighttime movement,"darkness, uneven ground",child hands small; adult occupied,visibility,child cannot aim or retain normal flashlight,glow sticks and handheld lights,wearable low-glare child task light,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1237,act-outdoors-wet-clothing-management-for-children,outdoors_with_children,Wet clothing management for children,ordinary participant or hobbyist,manage routine transitions,moving between vehicle and activity,"weather, urgency, multiple dependents",adult hands occupied,multi_person_coordination,"shoes, snacks, layers, and bathroom needs collide",multiple tote bags and verbal reminders,indexed child outdoor routine kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1238,act-outdoors-wet-clothing-management-for-children,outdoors_with_children,Wet clothing management for children,ordinary participant or hobbyist,contain wet and dirty clothing,returning from play,"mud, sand, water",adult carrying child or gear,dirty_clean_transition,wet items spread contamination,trash bags and towels,labeled washable wet-item modules,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1239,act-outdoors-wet-clothing-management-for-children,outdoors_with_children,Wet clothing management for children,ordinary participant or hobbyist,provide safe personal lighting,nighttime movement,"darkness, uneven ground",child hands small; adult occupied,visibility,child cannot aim or retain normal flashlight,glow sticks and handheld lights,wearable low-glare child task light,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1240,act-outdoors-nighttime-campsite-routines,outdoors_with_children,Nighttime campsite routines,ordinary participant or hobbyist,manage routine transitions,moving between vehicle and activity,"weather, urgency, multiple dependents",adult hands occupied,multi_person_coordination,"shoes, snacks, layers, and bathroom needs collide",multiple tote bags and verbal reminders,indexed child outdoor routine kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1241,act-outdoors-nighttime-campsite-routines,outdoors_with_children,Nighttime campsite routines,ordinary participant or hobbyist,contain wet and dirty clothing,returning from play,"mud, sand, water",adult carrying child or gear,dirty_clean_transition,wet items spread contamination,trash bags and towels,labeled washable wet-item modules,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1242,act-outdoors-nighttime-campsite-routines,outdoors_with_children,Nighttime campsite routines,ordinary participant or hobbyist,provide safe personal lighting,nighttime movement,"darkness, uneven ground",child hands small; adult occupied,visibility,child cannot aim or retain normal flashlight,glow sticks and handheld lights,wearable low-glare child task light,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1243,act-outdoors-carrying-tired-children,outdoors_with_children,Carrying tired children,ordinary participant or hobbyist,manage routine transitions,moving between vehicle and activity,"weather, urgency, multiple dependents",adult hands occupied,multi_person_coordination,"shoes, snacks, layers, and bathroom needs collide",multiple tote bags and verbal reminders,indexed child outdoor routine kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1244,act-outdoors-carrying-tired-children,outdoors_with_children,Carrying tired children,ordinary participant or hobbyist,contain wet and dirty clothing,returning from play,"mud, sand, water",adult carrying child or gear,dirty_clean_transition,wet items spread contamination,trash bags and towels,labeled washable wet-item modules,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1245,act-outdoors-carrying-tired-children,outdoors_with_children,Carrying tired children,ordinary participant or hobbyist,provide safe personal lighting,nighttime movement,"darkness, uneven ground",child hands small; adult occupied,visibility,child cannot aim or retain normal flashlight,glow sticks and handheld lights,wearable low-glare child task light,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1246,act-outdoors-kids-beach-trips,outdoors_with_children,Kids beach trips,ordinary participant or hobbyist,manage routine transitions,moving between vehicle and activity,"weather, urgency, multiple dependents",adult hands occupied,multi_person_coordination,"shoes, snacks, layers, and bathroom needs collide",multiple tote bags and verbal reminders,indexed child outdoor routine kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1247,act-outdoors-kids-beach-trips,outdoors_with_children,Kids beach trips,ordinary participant or hobbyist,contain wet and dirty clothing,returning from play,"mud, sand, water",adult carrying child or gear,dirty_clean_transition,wet items spread contamination,trash bags and towels,labeled washable wet-item modules,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1248,act-outdoors-kids-beach-trips,outdoors_with_children,Kids beach trips,ordinary participant or hobbyist,provide safe personal lighting,nighttime movement,"darkness, uneven ground",child hands small; adult occupied,visibility,child cannot aim or retain normal flashlight,glow sticks and handheld lights,wearable low-glare child task light,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1249,act-outdoors-outdoor-potty-transitions,outdoors_with_children,Outdoor potty transitions,ordinary participant or hobbyist,manage routine transitions,moving between vehicle and activity,"weather, urgency, multiple dependents",adult hands occupied,multi_person_coordination,"shoes, snacks, layers, and bathroom needs collide",multiple tote bags and verbal reminders,indexed child outdoor routine kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1250,act-outdoors-outdoor-potty-transitions,outdoors_with_children,Outdoor potty transitions,ordinary participant or hobbyist,contain wet and dirty clothing,returning from play,"mud, sand, water",adult carrying child or gear,dirty_clean_transition,wet items spread contamination,trash bags and towels,labeled washable wet-item modules,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1251,act-outdoors-outdoor-potty-transitions,outdoors_with_children,Outdoor potty transitions,ordinary participant or hobbyist,provide safe personal lighting,nighttime movement,"darkness, uneven ground",child hands small; adult occupied,visibility,child cannot aim or retain normal flashlight,glow sticks and handheld lights,wearable low-glare child task light,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
